"id","name","description","memo","type","parentGroupName","parentGroupId","parentName"
"T2175","Node 2175","Node 2175 description","Node 2175 memo","ROADM","Group 3","G3","Parent 3"
"T2176","Node 2176","Node 2176 description","Node 2176 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2177","Node 2177","Node 2177 description","Node 2177 memo","ROADM","Group 2","G2","Parent 2"
"T2178","Node 2178","Node 2178 description","Node 2178 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2179","Node 2179","Node 2179 description","Node 2179 memo","ROADM","Group 1","G1","Parent 1"
"T2180","Node 2180","Node 2180 description","Node 2180 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2181","Node 2181","Node 2181 description","Node 2181 memo","ROADM","Group 3","G3","Parent 3"
"T2182","Node 2182","Node 2182 description","Node 2182 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2183","Node 2183","Node 2183 description","Node 2183 memo","ROADM","Group 2","G2","Parent 2"
"T2184","Node 2184","Node 2184 description","Node 2184 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2185","Node 2185","Node 2185 description","Node 2185 memo","ROADM","Group 1","G1","Parent 1"
"T2186","Node 2186","Node 2186 description","Node 2186 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2187","Node 2187","Node 2187 description","Node 2187 memo","ROADM","Group 3","G3","Parent 3"
"T2188","Node 2188","Node 2188 description","Node 2188 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2189","Node 2189","Node 2189 description","Node 2189 memo","ROADM","Group 2","G2","Parent 2"
"T2190","Node 2190","Node 2190 description","Node 2190 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2191","Node 2191","Node 2191 description","Node 2191 memo","ROADM","Group 1","G1","Parent 1"
"T2192","Node 2192","Node 2192 description","Node 2192 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2193","Node 2193","Node 2193 description","Node 2193 memo","ROADM","Group 3","G3","Parent 3"
"T2194","Node 2194","Node 2194 description","Node 2194 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2195","Node 2195","Node 2195 description","Node 2195 memo","ROADM","Group 2","G2","Parent 2"
"T2196","Node 2196","Node 2196 description","Node 2196 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2197","Node 2197","Node 2197 description","Node 2197 memo","ROADM","Group 1","G1","Parent 1"
"T2198","Node 2198","Node 2198 description","Node 2198 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2199","Node 2199","Node 2199 description","Node 2199 memo","ROADM","Group 3","G3","Parent 3"
"T2200","Node 2200","Node 2200 description","Node 2200 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2201","Node 2201","Node 2201 description","Node 2201 memo","ROADM","Group 2","G2","Parent 2"
"T2202","Node 2202","Node 2202 description","Node 2202 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2203","Node 2203","Node 2203 description","Node 2203 memo","ROADM","Group 1","G1","Parent 1"
"T2204","Node 2204","Node 2204 description","Node 2204 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2205","Node 2205","Node 2205 description","Node 2205 memo","ROADM","Group 3","G3","Parent 3"
"T2206","Node 2206","Node 2206 description","Node 2206 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2207","Node 2207","Node 2207 description","Node 2207 memo","ROADM","Group 2","G2","Parent 2"
"T2208","Node 2208","Node 2208 description","Node 2208 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2209","Node 2209","Node 2209 description","Node 2209 memo","ROADM","Group 1","G1","Parent 1"
"T2210","Node 2210","Node 2210 description","Node 2210 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2211","Node 2211","Node 2211 description","Node 2211 memo","ROADM","Group 3","G3","Parent 3"
"T2212","Node 2212","Node 2212 description","Node 2212 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2213","Node 2213","Node 2213 description","Node 2213 memo","ROADM","Group 2","G2","Parent 2"
"T2214","Node 2214","Node 2214 description","Node 2214 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2215","Node 2215","Node 2215 description","Node 2215 memo","ROADM","Group 1","G1","Parent 1"
"T2216","Node 2216","Node 2216 description","Node 2216 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2217","Node 2217","Node 2217 description","Node 2217 memo","ROADM","Group 3","G3","Parent 3"
"T2218","Node 2218","Node 2218 description","Node 2218 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2219","Node 2219","Node 2219 description","Node 2219 memo","ROADM","Group 2","G2","Parent 2"
"T2220","Node 2220","Node 2220 description","Node 2220 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2221","Node 2221","Node 2221 description","Node 2221 memo","ROADM","Group 1","G1","Parent 1"
"T2222","Node 2222","Node 2222 description","Node 2222 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2223","Node 2223","Node 2223 description","Node 2223 memo","ROADM","Group 3","G3","Parent 3"
"T2224","Node 2224","Node 2224 description","Node 2224 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2225","Node 2225","Node 2225 description","Node 2225 memo","ROADM","Group 2","G2","Parent 2"
"T2226","Node 2226","Node 2226 description","Node 2226 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2227","Node 2227","Node 2227 description","Node 2227 memo","ROADM","Group 1","G1","Parent 1"
"T2228","Node 2228","Node 2228 description","Node 2228 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2229","Node 2229","Node 2229 description","Node 2229 memo","ROADM","Group 3","G3","Parent 3"
"T2230","Node 2230","Node 2230 description","Node 2230 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2231","Node 2231","Node 2231 description","Node 2231 memo","ROADM","Group 2","G2","Parent 2"
"T2232","Node 2232","Node 2232 description","Node 2232 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2233","Node 2233","Node 2233 description","Node 2233 memo","ROADM","Group 1","G1","Parent 1"
"T2234","Node 2234","Node 2234 description","Node 2234 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2235","Node 2235","Node 2235 description","Node 2235 memo","ROADM","Group 3","G3","Parent 3"
"T2236","Node 2236","Node 2236 description","Node 2236 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2237","Node 2237","Node 2237 description","Node 2237 memo","ROADM","Group 2","G2","Parent 2"
"T2238","Node 2238","Node 2238 description","Node 2238 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2239","Node 2239","Node 2239 description","Node 2239 memo","ROADM","Group 1","G1","Parent 1"
"T2240","Node 2240","Node 2240 description","Node 2240 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2241","Node 2241","Node 2241 description","Node 2241 memo","ROADM","Group 3","G3","Parent 3"
"T2242","Node 2242","Node 2242 description","Node 2242 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2243","Node 2243","Node 2243 description","Node 2243 memo","ROADM","Group 2","G2","Parent 2"
"T2244","Node 2244","Node 2244 description","Node 2244 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2245","Node 2245","Node 2245 description","Node 2245 memo","ROADM","Group 1","G1","Parent 1"
"T2246","Node 2246","Node 2246 description","Node 2246 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2247","Node 2247","Node 2247 description","Node 2247 memo","ROADM","Group 3","G3","Parent 3"
"T2248","Node 2248","Node 2248 description","Node 2248 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2249","Node 2249","Node 2249 description","Node 2249 memo","ROADM","Group 2","G2","Parent 2"
"T2250","Node 2250","Node 2250 description","Node 2250 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2251","Node 2251","Node 2251 description","Node 2251 memo","ROADM","Group 1","G1","Parent 1"
"T2252","Node 2252","Node 2252 description","Node 2252 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2253","Node 2253","Node 2253 description","Node 2253 memo","ROADM","Group 3","G3","Parent 3"
"T2254","Node 2254","Node 2254 description","Node 2254 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2255","Node 2255","Node 2255 description","Node 2255 memo","ROADM","Group 2","G2","Parent 2"
"T2256","Node 2256","Node 2256 description","Node 2256 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2257","Node 2257","Node 2257 description","Node 2257 memo","ROADM","Group 1","G1","Parent 1"
"T2258","Node 2258","Node 2258 description","Node 2258 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2259","Node 2259","Node 2259 description","Node 2259 memo","ROADM","Group 3","G3","Parent 3"
"T2260","Node 2260","Node 2260 description","Node 2260 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2261","Node 2261","Node 2261 description","Node 2261 memo","ROADM","Group 2","G2","Parent 2"
"T2262","Node 2262","Node 2262 description","Node 2262 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2263","Node 2263","Node 2263 description","Node 2263 memo","ROADM","Group 1","G1","Parent 1"
"T2264","Node 2264","Node 2264 description","Node 2264 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2265","Node 2265","Node 2265 description","Node 2265 memo","ROADM","Group 3","G3","Parent 3"
"T2266","Node 2266","Node 2266 description","Node 2266 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2267","Node 2267","Node 2267 description","Node 2267 memo","ROADM","Group 2","G2","Parent 2"
"T2268","Node 2268","Node 2268 description","Node 2268 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2269","Node 2269","Node 2269 description","Node 2269 memo","ROADM","Group 1","G1","Parent 1"
"T2270","Node 2270","Node 2270 description","Node 2270 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2271","Node 2271","Node 2271 description","Node 2271 memo","ROADM","Group 3","G3","Parent 3"
"T2272","Node 2272","Node 2272 description","Node 2272 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2273","Node 2273","Node 2273 description","Node 2273 memo","ROADM","Group 2","G2","Parent 2"
"T2274","Node 2274","Node 2274 description","Node 2274 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2275","Node 2275","Node 2275 description","Node 2275 memo","ROADM","Group 1","G1","Parent 1"
"T2276","Node 2276","Node 2276 description","Node 2276 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2277","Node 2277","Node 2277 description","Node 2277 memo","ROADM","Group 3","G3","Parent 3"
"T2278","Node 2278","Node 2278 description","Node 2278 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2279","Node 2279","Node 2279 description","Node 2279 memo","ROADM","Group 2","G2","Parent 2"
"T2280","Node 2280","Node 2280 description","Node 2280 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2281","Node 2281","Node 2281 description","Node 2281 memo","ROADM","Group 1","G1","Parent 1"
"T2282","Node 2282","Node 2282 description","Node 2282 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2283","Node 2283","Node 2283 description","Node 2283 memo","ROADM","Group 3","G3","Parent 3"
"T2284","Node 2284","Node 2284 description","Node 2284 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2285","Node 2285","Node 2285 description","Node 2285 memo","ROADM","Group 2","G2","Parent 2"
"T2286","Node 2286","Node 2286 description","Node 2286 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2287","Node 2287","Node 2287 description","Node 2287 memo","ROADM","Group 1","G1","Parent 1"
"T2288","Node 2288","Node 2288 description","Node 2288 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2289","Node 2289","Node 2289 description","Node 2289 memo","ROADM","Group 3","G3","Parent 3"
"T2290","Node 2290","Node 2290 description","Node 2290 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2291","Node 2291","Node 2291 description","Node 2291 memo","ROADM","Group 2","G2","Parent 2"
"T2292","Node 2292","Node 2292 description","Node 2292 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2293","Node 2293","Node 2293 description","Node 2293 memo","ROADM","Group 1","G1","Parent 1"
"T2294","Node 2294","Node 2294 description","Node 2294 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2295","Node 2295","Node 2295 description","Node 2295 memo","ROADM","Group 3","G3","Parent 3"
"T2296","Node 2296","Node 2296 description","Node 2296 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2297","Node 2297","Node 2297 description","Node 2297 memo","ROADM","Group 2","G2","Parent 2"
"T2298","Node 2298","Node 2298 description","Node 2298 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2299","Node 2299","Node 2299 description","Node 2299 memo","ROADM","Group 1","G1","Parent 1"
"T2300","Node 2300","Node 2300 description","Node 2300 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2301","Node 2301","Node 2301 description","Node 2301 memo","ROADM","Group 3","G3","Parent 3"
"T2302","Node 2302","Node 2302 description","Node 2302 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2303","Node 2303","Node 2303 description","Node 2303 memo","ROADM","Group 2","G2","Parent 2"
"T2304","Node 2304","Node 2304 description","Node 2304 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2305","Node 2305","Node 2305 description","Node 2305 memo","ROADM","Group 1","G1","Parent 1"
"T2306","Node 2306","Node 2306 description","Node 2306 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2307","Node 2307","Node 2307 description","Node 2307 memo","ROADM","Group 3","G3","Parent 3"
"T2308","Node 2308","Node 2308 description","Node 2308 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2309","Node 2309","Node 2309 description","Node 2309 memo","ROADM","Group 2","G2","Parent 2"
"T2310","Node 2310","Node 2310 description","Node 2310 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2311","Node 2311","Node 2311 description","Node 2311 memo","ROADM","Group 1","G1","Parent 1"
"T2312","Node 2312","Node 2312 description","Node 2312 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2313","Node 2313","Node 2313 description","Node 2313 memo","ROADM","Group 3","G3","Parent 3"
"T2314","Node 2314","Node 2314 description","Node 2314 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2315","Node 2315","Node 2315 description","Node 2315 memo","ROADM","Group 2","G2","Parent 2"
"T2316","Node 2316","Node 2316 description","Node 2316 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2317","Node 2317","Node 2317 description","Node 2317 memo","ROADM","Group 1","G1","Parent 1"
"T2318","Node 2318","Node 2318 description","Node 2318 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2319","Node 2319","Node 2319 description","Node 2319 memo","ROADM","Group 3","G3","Parent 3"
"T2320","Node 2320","Node 2320 description","Node 2320 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2321","Node 2321","Node 2321 description","Node 2321 memo","ROADM","Group 2","G2","Parent 2"
"T2322","Node 2322","Node 2322 description","Node 2322 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2323","Node 2323","Node 2323 description","Node 2323 memo","ROADM","Group 1","G1","Parent 1"
"T2324","Node 2324","Node 2324 description","Node 2324 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2325","Node 2325","Node 2325 description","Node 2325 memo","ROADM","Group 3","G3","Parent 3"
"T2326","Node 2326","Node 2326 description","Node 2326 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2327","Node 2327","Node 2327 description","Node 2327 memo","ROADM","Group 2","G2","Parent 2"
"T2328","Node 2328","Node 2328 description","Node 2328 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2329","Node 2329","Node 2329 description","Node 2329 memo","ROADM","Group 1","G1","Parent 1"
"T2330","Node 2330","Node 2330 description","Node 2330 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2331","Node 2331","Node 2331 description","Node 2331 memo","ROADM","Group 3","G3","Parent 3"
"T2332","Node 2332","Node 2332 description","Node 2332 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2333","Node 2333","Node 2333 description","Node 2333 memo","ROADM","Group 2","G2","Parent 2"
"T2334","Node 2334","Node 2334 description","Node 2334 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2335","Node 2335","Node 2335 description","Node 2335 memo","ROADM","Group 1","G1","Parent 1"
"T2336","Node 2336","Node 2336 description","Node 2336 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2337","Node 2337","Node 2337 description","Node 2337 memo","ROADM","Group 3","G3","Parent 3"
"T2338","Node 2338","Node 2338 description","Node 2338 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2339","Node 2339","Node 2339 description","Node 2339 memo","ROADM","Group 2","G2","Parent 2"
"T2340","Node 2340","Node 2340 description","Node 2340 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2341","Node 2341","Node 2341 description","Node 2341 memo","ROADM","Group 1","G1","Parent 1"
"T2342","Node 2342","Node 2342 description","Node 2342 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2343","Node 2343","Node 2343 description","Node 2343 memo","ROADM","Group 3","G3","Parent 3"
"T2344","Node 2344","Node 2344 description","Node 2344 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2345","Node 2345","Node 2345 description","Node 2345 memo","ROADM","Group 2","G2","Parent 2"
"T2346","Node 2346","Node 2346 description","Node 2346 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2347","Node 2347","Node 2347 description","Node 2347 memo","ROADM","Group 1","G1","Parent 1"
"T2348","Node 2348","Node 2348 description","Node 2348 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2349","Node 2349","Node 2349 description","Node 2349 memo","ROADM","Group 3","G3","Parent 3"
"T2350","Node 2350","Node 2350 description","Node 2350 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T2351","Node 2351","Node 2351 description","Node 2351 memo","ROADM","Group 2","G2","Parent 2"
"T2352","Node 2352","Node 2352 description","Node 2352 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T2353","Node 2353","Node 2353 description","Node 2353 memo","ROADM","Group 1","G1","Parent 1"
"T2354","Node 2354","Node 2354 description","Node 2354 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T2355","Node 2355","Node 2355 description","Node 2355 memo","ROADM","Group 3","G3","Parent 3"
